node,gfx,entry,facing,pitch,row,frame_keys,source_x,source_y,packed_x,packed_y,w,h,pivot_x,pivot_y,art_policy
handL,0,default,FACE_8_MIRR,DOWN1,1,[],664,8,56,236,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,DOWN1,1,[],664,8,56,236,8,8,0.375,1,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],288,12,48,116,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],300,12,60,116,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],312,12,72,116,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],324,12,84,116,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],336,12,96,116,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],348,12,108,116,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],360,12,120,116,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],372,12,132,116,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],384,12,0,128,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],396,12,12,128,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],408,12,24,128,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],420,12,36,128,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],432,12,48,128,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],444,12,60,128,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],456,12,72,128,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,DOWN1+,1,[],468,12,84,128,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
legR,0,default,FACE_8,UP1+,1,[],480,12,120,200,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legR,0,default,FACE_8,UP1+,1,[],488,12,128,200,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legR,0,default,FACE_8,UP1+,1,[],496,12,136,200,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legR,0,default,FACE_8,UP1+,1,[],504,12,0,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legR,0,default,FACE_8,UP1+,1,[],512,12,8,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legR,0,default,FACE_8,UP1+,1,[],520,12,16,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legR,0,default,FACE_8,UP1+,1,[],528,12,24,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legR,0,default,FACE_8,UP1+,1,[],536,12,32,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legL,0,default,FACE_8,UP1+,1,[],544,12,40,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legL,0,default,FACE_8,UP1+,1,[],552,12,48,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legL,0,default,FACE_8,UP1+,1,[],560,12,56,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legL,0,default,FACE_8,UP1+,1,[],568,12,64,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legL,0,default,FACE_8,UP1+,1,[],576,12,72,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legL,0,default,FACE_8,UP1+,1,[],584,12,80,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legL,0,default,FACE_8,UP1+,1,[],592,12,88,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
legL,0,default,FACE_8,UP1+,1,[],600,12,96,212,8,12,0.375,0.8333333333333333,redesigned costume / hair clusters
footL,0,default,FACE_4_MIRR_FLIP,DOWN2+,1,[],608,12,104,212,8,12,0.5,0.75,redesigned costume / hair clusters
footR,0,default,FACE_4_MIRR,DOWN2+,1,[],608,12,104,212,8,12,0.5,0.75,redesigned costume / hair clusters
footL,0,default,FACE_4_MIRR_FLIP,DOWN2+,1,[],616,12,112,212,8,12,0.5,0.75,redesigned costume / hair clusters
footR,0,default,FACE_4_MIRR,DOWN2+,1,[],616,12,112,212,8,12,0.5,0.75,redesigned costume / hair clusters
footL,0,default,FACE_4_MIRR_FLIP,DOWN2+,1,[],624,12,120,212,8,12,0.5,0.75,redesigned costume / hair clusters
footR,0,default,FACE_4_MIRR,DOWN2+,1,[],624,12,120,212,8,12,0.5,0.75,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,ALL,2,[],632,16,64,236,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,ALL,2,[],632,16,64,236,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,ALL,2,[],640,16,72,236,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,ALL,2,[],640,16,72,236,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,ALL,2,[],648,16,80,236,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,ALL,2,[],648,16,80,236,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,ALL,2,[],656,16,88,236,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,ALL,2,[],656,16,88,236,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,ALL,2,[],664,16,96,236,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,ALL,2,[],664,16,96,236,8,8,0.375,1,redesigned costume / hair clusters
footL,0,default,FACE_4_MIRR_FLIP,UP2+,2,[],608,24,128,212,8,12,0.5,0.75,redesigned costume / hair clusters
footR,0,default,FACE_4_MIRR,UP2+,2,[],608,24,128,212,8,12,0.5,0.75,redesigned costume / hair clusters
footL,0,default,FACE_4_MIRR_FLIP,UP2+,2,[],616,24,136,212,8,12,0.5,0.75,redesigned costume / hair clusters
footR,0,default,FACE_4_MIRR,UP2+,2,[],616,24,136,212,8,12,0.5,0.75,redesigned costume / hair clusters
footL,0,default,FACE_4_MIRR_FLIP,UP2+,2,[],624,24,0,224,8,12,0.5,0.75,redesigned costume / hair clusters
footR,0,default,FACE_4_MIRR,UP2+,2,[],624,24,0,224,8,12,0.5,0.75,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,UP1,3,[],632,24,104,236,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,UP1,3,[],632,24,104,236,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,UP1,3,[],640,24,112,236,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,UP1,3,[],640,24,112,236,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,UP1,3,[],648,24,120,236,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,UP1,3,[],648,24,120,236,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,UP1,3,[],656,24,128,236,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,UP1,3,[],656,24,128,236,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,UP1,3,[],664,24,136,236,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,UP1,3,[],664,24,136,236,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,UP2+,4,[],632,32,0,244,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,UP2+,4,[],632,32,0,244,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,UP2+,4,[],640,32,8,244,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,UP2+,4,[],640,32,8,244,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,UP2+,4,[],648,32,16,244,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,UP2+,4,[],648,32,16,244,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,UP2+,4,[],656,32,24,244,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,UP2+,4,[],656,32,24,244,8,8,0.375,1,redesigned costume / hair clusters
handL,0,default,FACE_8_MIRR,UP2+,4,[],664,32,32,244,8,8,0.375,1,redesigned costume / hair clusters
handR,0,default,FACE_8_MIRR_FLIP,UP2+,4,[],664,32,32,244,8,8,0.375,1,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],288,36,96,128,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],300,36,108,128,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],312,36,120,128,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],324,36,132,128,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],336,36,0,140,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],348,36,12,140,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],360,36,24,140,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],372,36,36,140,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],384,36,48,140,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],396,36,60,140,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],408,36,72,140,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],420,36,84,140,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],432,36,96,140,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],444,36,108,140,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],456,36,120,140,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
top,0,default,FACE_16,UP2+,3,[],468,36,132,140,12,12,0.5,0.3333333333333333,redesigned costume / hair clusters
bottom,1,default,FACE_16_MIRR,ALL,0,[],480,36,0,152,12,12,0.5,0.42,redesigned costume / hair clusters
bottom,1,default,FACE_16_MIRR,ALL,0,[],492,36,12,152,12,12,0.5,0.42,redesigned costume / hair clusters
bottom,1,default,FACE_16_MIRR,ALL,0,[],504,36,24,152,12,12,0.5,0.42,redesigned costume / hair clusters
bottom,1,default,FACE_16_MIRR,ALL,0,[],516,36,36,152,12,12,0.5,0.42,redesigned costume / hair clusters
bottom,1,default,FACE_16_MIRR,ALL,0,[],528,36,48,152,12,12,0.5,0.42,redesigned costume / hair clusters
bottom,1,default,FACE_16_MIRR,ALL,0,[],540,36,60,152,12,12,0.5,0.42,redesigned costume / hair clusters
bottom,1,default,FACE_16_MIRR,ALL,0,[],552,36,72,152,12,12,0.5,0.42,redesigned costume / hair clusters
bottom,1,default,FACE_16_MIRR,ALL,0,[],564,36,84,152,12,12,0.5,0.42,redesigned costume / hair clusters
bottom,1,default,FACE_16_MIRR,ALL,0,[],576,36,96,152,12,12,0.5,0.42,redesigned costume / hair clusters
head,1,simple,FACE_1,ALL,0,[],588,36,40,244,8,8,0.375,0.5,redesigned costume / hair clusters
armR,0,default,FACE_4_MIRR_FLIP,DOWN2+,0,[],608,36,48,244,8,8,0.375,0.25,redesigned costume / hair clusters
armR,0,default,FACE_4_MIRR_FLIP,DOWN2+,0,[],616,36,56,244,8,8,0.375,0.25,redesigned costume / hair clusters
armR,0,default,FACE_4_MIRR_FLIP,DOWN2+,0,[],624,36,64,244,8,8,0.375,0.25,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,ALL,0,[],632,40,72,244,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,ALL,0,[],632,40,72,244,8,8,0.375,0.5,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,ALL,0,[],640,40,80,244,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,ALL,0,[],640,40,80,244,8,8,0.375,0.5,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,ALL,0,[],648,40,88,244,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,ALL,0,[],648,40,88,244,8,8,0.375,0.5,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,ALL,0,[],656,40,96,244,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,ALL,0,[],656,40,96,244,8,8,0.375,0.5,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,ALL,0,[],664,40,104,244,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,ALL,0,[],664,40,104,244,8,8,0.375,0.5,redesigned costume / hair clusters
armR,0,default,FACE_4_MIRR_FLIP,DOWN1,1,[],608,44,112,244,8,8,0.375,0.25,redesigned costume / hair clusters
armR,0,default,FACE_4_MIRR_FLIP,DOWN1,1,[],616,44,120,244,8,8,0.375,0.25,redesigned costume / hair clusters
armR,0,default,FACE_4_MIRR_FLIP,DOWN1,1,[],624,44,128,244,8,8,0.375,0.25,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,ALL,0,[],480,48,108,152,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,ALL,0,[],492,48,120,152,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,ALL,0,[],504,48,132,152,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,ALL,0,[],516,48,0,164,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,ALL,0,[],528,48,12,164,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,ALL,0,[],540,48,24,164,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,ALL,0,[],552,48,36,164,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,ALL,0,[],564,48,48,164,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,ALL,0,[],576,48,60,164,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,NORM,1,[],632,48,136,244,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,NORM,1,[],632,48,136,244,8,8,0.375,0.5,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,NORM,1,[],640,48,0,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,NORM,1,[],640,48,0,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,NORM,1,[],648,48,8,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,NORM,1,[],648,48,8,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,NORM,1,[],656,48,16,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,NORM,1,[],656,48,16,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,NORM,1,[],664,48,24,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,NORM,1,[],664,48,24,252,8,8,0.375,0.5,redesigned costume / hair clusters
armR,0,default,FACE_4_MIRR_FLIP,ALL,2,[],608,52,32,252,8,8,0.375,0.25,redesigned costume / hair clusters
armR,0,default,FACE_4_MIRR_FLIP,ALL,2,[],616,52,40,252,8,8,0.375,0.25,redesigned costume / hair clusters
armR,0,default,FACE_4_MIRR_FLIP,ALL,2,[],624,52,48,252,8,8,0.375,0.25,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,UP1,2,[],632,56,56,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,UP1,2,[],632,56,56,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,UP1,2,[],640,56,64,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,UP1,2,[],640,56,64,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,UP1,2,[],648,56,72,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,UP1,2,[],648,56,72,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,UP1,2,[],656,56,80,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,UP1,2,[],656,56,80,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerL,0,default,FACE_8_MIRR,UP1,2,[],664,56,88,252,8,8,0.375,0.5,redesigned costume / hair clusters
fingerR,0,default,FACE_8_MIRR_FLIP,UP1,2,[],664,56,88,252,8,8,0.375,0.5,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,DOWN1+,1,[],480,60,72,164,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,DOWN1+,1,[],492,60,84,164,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,DOWN1+,1,[],504,60,96,164,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,DOWN1+,1,[],516,60,108,164,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,DOWN1+,1,[],528,60,120,164,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,DOWN1+,1,[],540,60,132,164,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,DOWN1+,1,[],552,60,0,176,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,DOWN1+,1,[],564,60,12,176,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,DOWN1+,1,[],576,60,24,176,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
armR,1,default,FACE_4_MIRR_FLIP,DOWN2+,0,[],608,60,96,252,8,8,0.375,0.875,redesigned costume / hair clusters
armR,1,default,FACE_4_MIRR_FLIP,DOWN2+,0,[],616,60,104,252,8,8,0.375,0.875,redesigned costume / hair clusters
